iter	Passed	Remaining
745	3377	1150
746	3381	1145
747	3386	1140
748	3390	1136
749	3394	1131
750	3399	1127
751	3402	1122
752	3406	1117
753	3410	1112
754	3413	1107
755	3417	1102
756	3420	1098
757	3424	1093
758	3428	1088
759	3432	1083
760	3435	1078
761	3439	1074
762	3442	1069
763	3446	1064
764	3450	1059
765	3453	1055
766	3458	1050
767	3461	1045
768	3465	1041
769	3469	1036
770	3473	1031
771	3477	1026
772	3480	1022
773	3484	1017
774	3487	1012
775	3491	1007
776	3494	1002
777	3498	998
778	3502	993
779	3506	989
780	3510	984
781	3514	979
782	3519	975
783	3523	970
784	3527	966
785	3532	961
786	3537	957
787	3540	952
788	3545	948
789	3549	943
790	3554	939
791	3559	934
792	3565	930
793	3570	926
794	3575	921
795	3579	917
796	3584	912
797	3587	908
798	3591	903
799	3594	898
800	3599	894
801	3602	889
802	3606	884
803	3610	880
804	3614	875
805	3617	870
806	3622	866
807	3626	861
808	3631	857
809	3636	853
810	3640	848
811	3646	844
812	3651	839
813	3655	835
814	3660	830
815	3665	826
816	3669	822
817	3674	817
818	3679	813
819	3683	808
820	3688	804
821	3692	799
822	3695	794
823	3699	790
824	3703	785
825	3707	780
826	3710	776
827	3714	771
828	3717	766
829	3721	762
830	3725	757
831	3728	752
832	3732	748
833	3736	743
834	3740	739
835	3744	734
836	3749	730
837	3753	725
838	3757	720
839	3760	716
840	3765	711
841	3769	707
842	3773	702
843	3776	698
844	3780	693
845	3783	688
846	3787	684
847	3790	679
848	3794	674
849	3798	670
850	3801	665
851	3804	660
852	3808	656
853	3813	651
854	3817	647
855	3820	642
856	3824	638
857	3828	633
858	3832	629
859	3835	624
860	3839	619
861	3843	615
862	3847	610
863	3850	606
864	3854	601
865	3858	597
866	3862	592
867	3865	587
868	3869	583
869	3874	578
870	3890	576
871	3898	572
872	3904	568
873	3908	563
874	3913	559
875	3921	555
876	3926	550
877	3931	546
878	3935	541
879	3938	537
880	3942	532
881	3946	528
882	3950	523
883	3954	518
884	3958	514
885	3961	509
886	3965	505
887	3969	500
888	3973	496
889	3977	491
890	3981	487
891	3985	482
892	3990	478
893	3993	473
894	3997	469
895	4001	464
896	4006	460
897	4010	455
898	4014	450
899	4018	446
900	4021	441
901	4026	437
902	4029	432
903	4033	428
904	4038	423
905	4043	419
906	4046	414
907	4050	410
908	4054	405
909	4059	401
910	4063	397
911	4067	392
912	4071	388
913	4076	383
914	4080	379
915	4084	374
916	4089	370
917	4093	365
918	4098	361
919	4101	356
920	4106	352
921	4109	347
922	4113	343
923	4116	338
924	4120	334
925	4124	329
926	4128	325
927	4132	320
928	4137	316
929	4141	311
930	4145	307
931	4149	302
932	4152	298
933	4157	293
934	4161	289
935	4165	284
936	4169	280
937	4173	275
